0:	2.713104322538E-06
1:	4.797154360858E-06
2:	6.663832209597E-06
3:	8.741886631469E-06
4:	1.101586985897E-05
5:	1.298576535191E-05
6:	1.484707900090E-05
7:	1.652235732763E-05
8:	1.800214522518E-05
9:	1.964378679986E-05
10:	2.109845263476E-05
11:	2.272583151353E-05
12:	2.451469299558E-05
13:	2.577039776952E-05
14:	2.673379094631E-05
15:	2.792444865918E-05
16:	2.927359309979E-05
17:	3.079768066527E-05
18:	3.221879524062E-05
19:	3.339012255310E-05
20:	3.441139415372E-05
21:	3.559260585462E-05
22:	3.713844125741E-05
23:	3.890009975294E-05
24:	4.043712397106E-05
25:	4.165479549556E-05
26:	4.267263648217E-05
27:	4.380630343803E-05
28:	4.521408482105E-05
29:	4.672506474890E-05
30:	4.812293991563E-05
31:	4.929391798214E-05
32:	5.035045614932E-05
33:	5.147913543624E-05
34:	5.275985677144E-05
35:	5.411112942966E-05
36:	5.538620098378E-05
37:	5.650750972563E-05
38:	5.753868390457E-05
39:	5.861387035111E-05
40:	5.979355773889E-05
41:	6.102566476329E-05
42:	6.220233626664E-05
43:	6.326461152639E-05
44:	6.429935456254E-05
45:	6.543410563609E-05
46:	6.661929364782E-05
47:	6.783341086702E-05
48:	6.902193854330E-05
49:	7.015141454758E-05
50:	7.124862895580E-05
51:	7.235875818878E-05
52:	7.350835221587E-05
53:	7.467981049558E-05
54:	7.582687248942E-05
55:	7.693099178141E-05
56:	7.800938328728E-05
57:	7.909475971246E-05
58:	8.020661334740E-05
59:	8.133032679325E-05
60:	8.243855700130E-05
61:	8.351577707799E-05
62:	8.457293733954E-05
63:	8.563391020289E-05
64:	8.671201067045E-05
65:	8.779810013948E-05
66:	8.887191506801E-05
67:	8.992361836135E-05
68:	9.096147550736E-05
69:	9.200140630128E-05
70:	9.305188723374E-05
71:	9.410947677679E-05
72:	9.518785373075E-05
73:	9.625009261072E-05
74:	9.730368765304E-05
75:	9.836001845542E-05
76:	9.942571341526E-05
77:	1.004960868158E-04
78:	1.015605666908E-04
79:	1.026132958941E-04
80:	1.036589674186E-04
81:	1.047056721291E-04
82:	1.057582412614E-04
83:	1.068141427822E-04
84:	1.078648056136E-04
85:	1.089072102332E-04
86:	1.099440414691E-04
87:	1.109812801587E-04
88:	1.120221349993E-04
89:	1.130644450313E-04
90:	1.141027605627E-04
91:	1.151348260464E-04
92:	1.161626350950E-04
93:	1.171903277282E-04
94:	1.182200285257E-04
95:	1.192500203615E-04
96:	1.202773273690E-04
97:	1.212995630340E-04
98:	1.223182334797E-04
99:	1.233366929227E-04
100:	1.243614242412E-04
101:	1.253915397683E-04
102:	1.264201418962E-04
103:	1.274457172258E-04
104:	1.284689060412E-04
105:	1.294920657529E-04
106:	1.305158948526E-04
107:	1.315396220889E-04
108:	1.325628109043E-04
109:	1.335840061074E-04
110:	1.346037170151E-04
111:	1.356234715786E-04
112:	1.366439973935E-04
113:	1.376645523123E-04
114:	1.386839430779E-04
115:	1.397015148541E-04
116:	1.407185627613E-04
117:	1.417352614226E-04
118:	1.427522802260E-04
119:	1.437694591004E-04
120:	1.447863032809E-04
121:	1.458026526961E-04
122:	1.468182017561E-04
123:	1.478329359088E-04
124:	1.488479902036E-04
125:	1.498631172581E-04
126:	1.508781278972E-04
127:	1.518922217656E-04
128:	1.529062283225E-04
129:	1.539205695735E-04
130:	1.549373700982E-04
131:	1.559547672514E-04
132:	1.569717569510E-04
133:	1.579888048582E-04
134:	1.590055617271E-04
135:	1.600227551535E-04
136:	1.610393228475E-04
137:	1.620565453777E-04
138:	1.630732585909E-04
139:	1.640896080062E-04
140:	1.651053753449E-04
141:	1.661216083448E-04
142:	1.671378558967E-04
143:	1.681538560661E-04
144:	1.691710349405E-04
145:	1.701880682958E-04
146:	1.712043740554E-04
147:	1.722201122902E-04
148:	1.732363016345E-04
149:	1.742527383612E-04
150:	1.752690004651E-04
151:	1.762851898093E-04
152:	1.773011608748E-04
153:	1.783173211152E-04
154:	1.793332339730E-04
155:	1.803496852517E-04
156:	1.813667768147E-04
157:	1.823837519623E-04
158:	1.834001304815E-04
159:	1.844169164542E-04
160:	1.854354195530E-04
161:	1.864544174168E-04
162:	1.874730514828E-04
163:	1.884923112812E-04
164:	1.895129826153E-04
165:	1.905331009766E-04
166:	1.915535103763E-04
167:	1.925745746121E-04
168:	1.935964828590E-04
169:	1.946188713191E-04
170:	1.956413470907E-04
171:	1.966640120372E-04
172:	1.976872299565E-04
173:	1.987110299524E-04
174:	1.997348590521E-04
175:	2.007584989769E-04
176:	2.017828373937E-04
177:	2.028074959526E-04
178:	2.038331440417E-04
179:	2.048593451036E-04
180:	2.058866230072E-04
181:	2.069136826321E-04
182:	2.079412370222E-04
183:	2.089694025926E-04
184:	2.099978883052E-04
185:	2.110261702910E-04
186:	2.120549906977E-04
187:	2.130842622137E-04
188:	2.141147997463E-04
189:	2.151462249458E-04
190:	2.161774318665E-04
191:	2.172090171371E-04
192:	2.182415046263E-04
193:	2.192745014327E-04
194:	2.203078765888E-04
195:	2.213416009909E-04
196:	2.223757182946E-04
197:	2.234102721559E-04
198:	2.244459610665E-04
199:	2.254827559227E-04
200:	2.265193616040E-04
201:	2.275553561049E-04
202:	2.285919763381E-04
203:	2.296295569977E-04
204:	2.306684182258E-04
205:	2.317084581591E-04
206:	2.327485417482E-04
207:	2.337887126487E-04
208:	2.348294365220E-04
209:	2.358709898544E-04
210:	2.369133871980E-04
211:	2.379556681262E-04
212:	2.389983128523E-04
213:	2.400414232397E-04
214:	2.410853776382E-04
215:	2.421297249384E-04
216:	2.431732427794E-04
217:	2.442179247737E-04
218:	2.452645567246E-04
219:	2.463119453751E-04
220:	2.473597996868E-04
221:	2.484082069714E-04
222:	2.494572254363E-04
223:	2.505071170162E-04
224:	2.515580854379E-04
225:	2.526091993786E-04
226:	2.536607498769E-04
227:	2.547124458943E-04
228:	2.557649859227E-04
229:	2.568184281699E-04
230:	2.578725689091E-04
231:	2.589278155938E-04
232:	2.599834406283E-04
233:	2.610400842968E-04
234:	2.620977465995E-04
235:	2.631562238093E-04
236:	2.642149338499E-04
237:	2.652735565789E-04
238:	2.663333143573E-04
239:	2.673935086932E-04
240:	2.684546634555E-04
241:	2.695162547752E-04
242:	2.705783990677E-04
243:	2.716419403441E-04
244:	2.727072278503E-04
245:	2.737728937063E-04
246:	2.748391707428E-04
247:	2.759057388175E-04
248:	2.769729471765E-04
249:	2.780411450658E-04
250:	2.791100996546E-04
251:	2.801799273584E-04
252:	2.812500461005E-04
253:	2.823200775310E-04
254:	2.833908365574E-04
255:	2.844627306331E-04
256:	2.855356142391E-04
257:	2.866093127523E-04
258:	2.876838843804E-04
259:	2.887593873311E-04
260:	2.898361708503E-04
261:	2.909132745117E-04
262:	2.919905818999E-04
263:	2.930682967417E-04
264:	2.941470593214E-04
265:	2.952261711471E-04
266:	2.963063889183E-04
267:	2.973871014547E-04
268:	2.984677848872E-04
269:	2.995495160576E-04
270:	3.006328479387E-04
271:	3.017170238309E-04
272:	3.028017235920E-04
273:	3.038870636374E-04
274:	3.049730148632E-04
275:	3.060593735427E-04
276:	3.071464016102E-04
277:	3.082337789237E-04
278:	3.093218838330E-04
279:	3.104107163381E-04
280:	3.115004219580E-04
281:	3.125908260699E-04
282:	3.136817831546E-04
283:	3.147739334963E-04
284:	3.158669569530E-04
285:	3.169611154590E-04
286:	3.180563508067E-04
287:	3.191527212039E-04
288:	3.202495863661E-04
289:	3.213470045011E-04
290:	3.224447136745E-04
291:	3.235431504436E-04
292:	3.246425185353E-04
293:	3.257422358729E-04
294:	3.268428554293E-04
295:	3.279445518274E-04
296:	3.290475287940E-04
297:	3.301514370833E-04
298:	3.312562184874E-04
299:	3.323619021103E-04
300:	3.334684879519E-04
301:	3.345758595970E-04
302:	3.356839879416E-04
303:	3.367929894011E-04
304:	3.379029512871E-04
305:	3.390136989765E-04
306:	3.401249414310E-04
307:	3.412367950659E-04
308:	3.423492598813E-04
309:	3.434629761614E-04
310:	3.445779730100E-04
311:	3.456938720774E-04
312:	3.468102659099E-04
313:	3.479270671960E-04
314:	3.490443050396E-04
315:	3.501623577904E-04
316:	3.512807306834E-04
317:	3.523997729644E-04
318:	3.535198338795E-04
319:	3.546410298441E-04
320:	3.557630698197E-04
321:	3.568859829102E-04
322:	3.580094780773E-04
323:	3.591335262172E-04
324:	3.602579818107E-04
325:	3.613829612732E-04
326:	3.625088138506E-04
327:	3.636353358161E-04
328:	3.647626144812E-04
329:	3.658903879113E-04
330:	3.670186561067E-04
331:	3.681477683131E-04
332:	3.692778118420E-04
333:	3.704086411744E-04
334:	3.715402272064E-04
335:	3.726723371074E-04
336:	3.738048253581E-04
337:	3.749376046471E-04
338:	3.760709660128E-04
339:	3.772050258704E-04
340:	3.783396969084E-04
341:	3.794748627115E-04
342:	3.806104650721E-04
343:	3.817466495093E-04
344:	3.828834742308E-04
345:	3.840209101327E-04
346:	3.851590154227E-04
347:	3.862980811391E-04
348:	3.874378453474E-04
349:	3.885780170094E-04
350:	3.897185088135E-04
351:	3.908591461368E-04
352:	3.920000162907E-04
353:	3.931413812097E-04
354:	3.942833573092E-04
355:	3.954261483159E-04
356:	3.965696087107E-04
357:	3.977136220783E-04
358:	3.988581302110E-04
359:	4.000032204203E-04
360:	4.011486598756E-04
361:	4.022945067845E-04
362:	4.034407611471E-04
363:	4.045875684824E-04
364:	4.057348414790E-04
365:	4.068826383445E-04
366:	4.080309008714E-04
367:	4.091795417480E-04
368:	4.103287647013E-04
369:	4.114784824196E-04
370:	4.126287822146E-04
371:	4.137796058785E-04
372:	4.149306914769E-04
373:	4.160820099059E-04
374:	4.172337357886E-04
375:	4.183857527096E-04
376:	4.195382061880E-04
377:	4.206910962239E-04
378:	4.218443937134E-04
379:	4.229981568642E-04
380:	4.241524729878E-04
381:	4.253072256688E-04
382:	4.264622984920E-04
383:	4.276176914573E-04
384:	4.287732881494E-04
385:	4.299292922951E-04
386:	4.310856747907E-04
387:	4.322426393628E-04
388:	4.333999531809E-04
389:	4.345574998297E-04
390:	4.357152502052E-04
391:	4.368732625153E-04
392:	4.380316240713E-04
393:	4.391905094963E-04
394:	4.403498314787E-04
395:	4.415094736032E-04
396:	4.426694358699E-04
397:	4.438295436557E-04
398:	4.449898842722E-04
399:	4.461505450308E-04
400:	4.473114386201E-04
401:	4.484726232477E-04
402:	4.496340698097E-04
403:	4.507958365139E-04
404:	4.519579524640E-04
405:	4.531203885563E-04
406:	4.542830574792E-04
407:	4.554460756481E-04
408:	4.566092684399E-04
409:	4.577727231663E-04
410:	4.589363525156E-04
411:	4.601001855917E-04
412:	4.612641932908E-04
413:	4.624284047168E-04
414:	4.635928489733E-04
415:	4.647574969567E-04
416:	4.659223195631E-04
417:	4.670874623116E-04
